"var","hr","pval","hr_ci95"
"tnm_stageII",2.8,"1.82e-01","0.6 to 13.2"
"tnm_stageIII",4.7,"4.49e-02","1 to 21"
"tnm_stageIV",12,"1.11e-03","2.7 to 53.3"
"TMB.cathigh",1.7,"1.59e-01","0.8 to 3.3"
"PDL1.catmed",0.8,"6.49e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.67e-01","0.2 to 1.3"
"nmdns_max",1,"7.39e-01","0.9 to 1.1"
"age.cat>=65",1.6,"2.64e-01","0.7 to 3.7"
"gendermale",0.6,"1.31e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.93e-01","0.6 to 12.7"
"tnm_stageIII",4.7,"4.51e-02","1 to 20.9"
"tnm_stageIV",12,"1.12e-03","2.7 to 53.6"
"TMB.cathigh",1.8,"9.24e-02","0.9 to 3.5"
"PDL1.catmed",0.9,"6.89e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.63e-01","0.2 to 1.3"
"nmdns_n_decayed",1,"6.89e-01","1 to 1"
"age.cat>=65",1.6,"2.53e-01","0.7 to 3.8"
"gendermale",0.6,"1.68e-01","0.3 to 1.2"
"tnm_stageII",2.7,"2.01e-01","0.6 to 12.5"
"tnm_stageIII",4.7,"4.39e-02","1 to 21.2"
"tnm_stageIV",12,"1.09e-03","2.7 to 53.6"
"TMB.cathigh",1.7,"1.11e-01","0.9 to 3.4"
"PDL1.catmed",0.8,"6.46e-01","0.4 to 1.8"
"PDL1.cathigh",0.5,"1.87e-01","0.2 to 1.4"
"nmdns_frac_decayed",1.7,"2.70e-01","0.7 to 4.5"
"age.cat>=65",1.6,"2.62e-01","0.7 to 3.7"
"gendermale",0.6,"1.07e-01","0.3 to 1.1"
"tnm_stageII",2.9,"1.77e-01","0.6 to 13.3"
"tnm_stageIII",5,"3.77e-02","1.1 to 22.4"
"tnm_stageIV",12.6,"9.60e-04","2.8 to 56.4"
"TMB.cathigh",1.8,"7.82e-02","0.9 to 3.6"
"PDL1.catmed",1,"9.79e-01","0.4 to 2.3"
"PDL1.cathigh",0.5,"1.99e-01","0.2 to 1.4"
"nmdns_med",1.2,"2.19e-01","0.9 to 1.8"
"age.cat>=65",1.6,"2.97e-01","0.7 to 3.6"
"gendermale",0.5,"9.42e-02","0.3 to 1.1"
"tnm_stageII",2.9,"1.78e-01","0.6 to 13.2"
"tnm_stageIII",4.9,"3.96e-02","1.1 to 21.8"
"tnm_stageIV",12.2,"1.07e-03","2.7 to 54.8"
"TMB.cathigh",1.9,"6.44e-02","1 to 3.8"
"PDL1.catmed",1,"9.95e-01","0.4 to 2.3"
"PDL1.cathigh",0.5,"1.99e-01","0.2 to 1.4"
"nmdns_med.wt",1.1,"5.59e-01","0.7 to 1.7"
"age.cat>=65",1.6,"2.89e-01","0.7 to 3.7"
"gendermale",0.6,"1.22e-01","0.3 to 1.2"
"tnm_stageII",2.8,"1.90e-01","0.6 to 12.9"
"tnm_stageIII",4.7,"4.29e-02","1.1 to 21.3"
"tnm_stageIV",11.8,"1.22e-03","2.6 to 52.8"
"TMB.cathigh",1.8,"8.19e-02","0.9 to 3.6"
"PDL1.catmed",0.9,"7.97e-01","0.4 to 2"
"PDL1.cathigh",0.5,"1.84e-01","0.2 to 1.4"
"nmdns_mean",1.2,"2.58e-01","0.9 to 1.8"
"age.cat>=65",1.6,"3.01e-01","0.7 to 3.6"
"gendermale",0.6,"9.85e-02","0.3 to 1.1"
"tnm_stageII",2.9,"1.78e-01","0.6 to 13.2"
"tnm_stageIII",4.9,"3.94e-02","1.1 to 21.9"
"tnm_stageIV",12.4,"9.96e-04","2.8 to 55.7"
"TMB.cathigh",1.9,"6.75e-02","1 to 3.8"
